Model,Readout Train Data,Readout Test Data,Train Accuracy,Test Accuracy,Readout Type,Predicted Prob_false,Predicted Prob_true,Predicted Outcome,Actual Outcome,Stimulus Name,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.8345162742670462,0.16548372573295378,0,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.12775860588544852,0.8722413941145515,1,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.8617224035834927,0.1382775964165073,0,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.7356235375691136,0.2643764624308864,0,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.7552360924331845,0.2447639075668155,0,1,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.8699786380299497,0.1300213619700503,0,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.27314544259106943,0.7268545574089306,1,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.887661159291193,0.11233884070880698,0,1,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0010,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.9400505115325362,0.05994948846746384,0,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0011,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.7985176285659636,0.20148237143403633,0,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0012,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.9571875059391742,0.04281249406082576,0,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0013,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.5450753704260554,0.45492462957394464,0,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0014,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.8133871306977283,0.18661286930227175,0,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0015,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.30894119987014834,0.6910588001298517,1,1,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0016,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.9560788633291999,0.04392113667080009,0,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0017,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.5818189584867555,0.41818104151324453,0,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0018,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.3274436932507122,0.6725563067492878,1,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0019,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.8557157099682218,0.14428429003177817,0,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0020,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.08850416083187584,0.9114958391681242,1,1,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0021,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.7418465788334001,0.25815342116659984,0,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0022,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.8357940552590132,0.1642059447409868,0,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0023,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.8863242932226512,0.11367570677734881,0,0,pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0024,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.48484186176028354,0.5151581382397165,1,0,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.1044417477224413,0.8955582522775587,1,1,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.6419365117832998,0.35806348821670025,0,1,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.195981601514016,0.804018398485984,1,1,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.7304102618095287,0.2695897381904712,0,1,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.5846765220079588,0.4153234779920411,0,1,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.6003830851267595,0.3996169148732404,0,0,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.4889305169581205,0.5110694830418795,1,0,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.2772582509095547,0.7227417490904453,1,0,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.6018052921921795,0.39819470780782057,0,1,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.08827843876741426,0.9117215612325857,1,1,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0010,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.37152735094391076,0.6284726490560892,1,1,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0011,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.2341017054322665,0.7658982945677335,1,0,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0012,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.4232799820674972,0.5767200179325028,1,1,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0013,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.021116698594859762,0.9788833014051402,1,1,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0014,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.17559729166550064,0.8244027083344994,1,0,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0015,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.10420512037491136,0.8957948796250886,1,1,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0016,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.32762089773176717,0.6723791022682328,1,0,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0017,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.13450004040187835,0.8654999595981216,1,0,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0018,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.4788396250626592,0.5211603749373408,1,1,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0019,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.4185639130696358,0.5814360869303642,1,0,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0020,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.5176874607495381,0.48231253925046197,0,1,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0021,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.35905104778253194,0.6409489522174681,1,1,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0022,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.1492003947342999,0.8507996052657001,1,0,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0023,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.05531919029922083,0.9446808097007792,1,1,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0024,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.8585919140955333,0.14140808590446674,0,0,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.6152699471092233,0.38473005289077666,0,0,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.3614191354347982,0.6385808645652018,1,1,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.5096894325872443,0.4903105674127557,0,0,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.5032666282092931,0.49673337179070687,0,1,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.37172765681556386,0.6282723431844361,1,1,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.7361304061793241,0.2638695938206759,0,0,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.7313319009893393,0.2686680990106607,0,0,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.4930265299641923,0.5069734700358077,1,1,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.6446279125376639,0.355372087462336,0,0,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.693124951657752,0.30687504834224794,0,0,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0010,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.7989885671585636,0.2010114328414364,0,0,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0011,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.5298519958145759,0.47014800418542413,0,0,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0012,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.20553563853657197,0.794464361463428,1,1,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0013,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.8219366447738167,0.1780633552261833,0,0,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0014,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.5575141641631848,0.4424858358368152,0,1,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0015,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.3567523663248119,0.6432476336751881,1,1,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0016,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.536245671017225,0.4637543289827751,0,1,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0017,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.853172824398633,0.14682717560136702,0,0,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0018,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.7656753151727846,0.2343246848272153,0,0,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0019,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.7324605965789838,0.26753940342101623,0,0,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0020,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.21211170038120042,0.7878882996187996,1,0,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0021,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
CSWM,linking,linking,0.7105263157894737,0.587378640776699,A,0.33736430654281824,0.6626356934571818,1,0,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0022,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,no_linking,0,Contrastive,no_linking,0
